ano,estado,municipio,produto,area_plantada_ha,producao_toneladas
2000,PR,Viana do Amparo,Trigo,495.42,1510.64
2021,MG,Silva,Feijão,148.35,2597.77
2007,MS,Melo de Carvalho,Algodão,127.33,2606.43
2023,PR,Novaes,Soja,881.97,2720.91
2014,PR,Araújo de Rezende,Café,252.42,3410.92
2023,RS,Azevedo do Amparo,Milho,702.92,4093.86
2020,MS,Gonçalves,Arroz,50.53,3259.35
2021,SP,Pires da Mata,Café,993.95,4543.41
2004,SP,Almeida,Cana-de-açúcar,770.36,3882.59
2019,SP,Teixeira,Café,845.65,1464.67
2011,PR,Vieira,Arroz,579.22,787.96
2019,RS,Silva,Café,21.55,2779.31
2019,PA,Caldeira,Feijão,311.57,3354.29
2003,PA,Gonçalves,Cana-de-açúcar,166.17,464.77
2021,MG,Teixeira,Soja,633.61,1405.58
2014,PR,Monteiro dos Dourados,Feijão,51.19,
2005,SP,Vieira,Café,150.26,3641.06
2004,MS,Silveira de Minas,Trigo,278.81,1902.56
2010,MS,Barbosa Grande,Cana-de-açúcar,830.46,1250.93
2013,SP,Azevedo do Amparo,Café,,3981.24
2010,MT,Melo,Café,340.61,2457.79
2008,BA,Monteiro dos Dourados,Café,312.22,1892.84
2023,PA,Rocha,Trigo,903.8,1212.1
2009,MT,da Paz,Algodão,,1915.48
2005,MT,Moraes Verde,Cana-de-açúcar,995.44,1567.98
2010,MS,Teixeira,Soja,193.0,4983.73
2008,MG,Gonçalves,Trigo,963.21,1805.4
2004,SP,Teixeira,Trigo,187.46,779.68
2009,RS,Gonçalves,Milho,364.46,3218.89
2019,SC,da Mata da Mata,Cana-de-açúcar,93.62,1105.14
2013,MT,Rocha,Cana-de-açúcar,,4435.43
2005,MT,Freitas,Milho,405.5,2455.36
2003,MT,Dias,Milho,678.87,4762.46
2023,BA,Almeida do Galho,Trigo,936.54,2344.77
2022,SP,Rocha,Feijão,805.58,1953.46
2020,SC,das Neves,Arroz,216.63,2149.98
2009,PR,Souza,Arroz,51.36,4487.05
2021,RS,Azevedo do Amparo,Café,787.24,2315.57
2010,SC,Correia,Algodão,849.25,233.04
2015,GO,Almeida,Feijão,501.43,3589.93
2006,MS,Cardoso de Minas,Soja,378.98,270.34
2017,PA,Correia,Milho,103.78,4117.86
2006,MG,Almeida,Feijão,889.0,3695.67
2023,SC,Correia,Cana-de-açúcar,266.19,4813.64
2020,PR,da Costa da Prata,Algodão,892.54,4187.52
2014,MG,Fogaça,Soja,573.3,2146.5
2018,GO,Pires da Mata,Feijão,317.17,1280.82
2017,SP,Gonçalves,Arroz,352.32,641.16
2014,PA,Correia,Algodão,,2379.88
2017,GO,Teixeira,Trigo,67.04,725.35
2002,GO,da Conceição,Cana-de-açúcar,242.11,3646.65
2000,BA,Melo,Trigo,716.65,4560.48
2000,MS,da Costa da Prata,Soja,456.53,3304.46
2006,GO,Alves de Ribeiro,Cana-de-açúcar,47.66,1512.38
2009,MT,da Rocha,Milho,925.38,3271.46
2011,PR,Viana do Amparo,Café,295.54,4442.4
2007,PR,Teixeira,Soja,198.58,2761.17
2021,GO,Teixeira,Milho,673.19,4653.24
2022,PR,Freitas da Praia,Feijão,,3755.46
2016,PR,Dias,Arroz,391.64,353.66
2013,SP,Teixeira,Café,866.28,801.06
2016,SP,Gomes das Flores,Milho,761.41,3425.23
2020,SC,Monteiro dos Dourados,Trigo,881.22,724.71
2022,GO,Teixeira,Feijão,844.44,4814.82
2005,BA,Araújo de Rezende,Soja,656.91,2830.26
2019,MG,Fogaça,Algodão,890.67,628.98
2016,MS,Araújo de Rezende,Café,956.8,1246.84
2019,SP,Vieira,Café,689.03,4280.14
2007,RS,da Mata do Oeste,Soja,387.18,851.17
2012,PR,da Mata da Mata,Feijão,812.81,3846.6
2015,GO,da Costa,Feijão,736.66,3166.17
2011,GO,Novaes,Feijão,959.91,832.88
2016,SP,da Mata da Mata,Trigo,95.48,3802.91
2017,BA,Azevedo do Amparo,Arroz,498.13,2288.78
2007,MS,Silveira de Minas,Feijão,679.09,4561.86
2017,MS,Pires da Mata,Café,560.26,2874.74
2010,RS,Almeida do Galho,Milho,796.64,1520.77
2012,RS,Souza,Cana-de-açúcar,46.98,2085.04
2011,MT,Pires da Mata,Trigo,884.3,3030.87
2014,MG,da Conceição,Arroz,712.46,3686.63
2002,SC,Caldeira,Trigo,473.54,40.32
2002,SC,Oliveira Paulista,Algodão,902.1,4252.31
2005,GO,Correia,Feijão,185.33,1939.41
2002,MS,Freitas da Praia,Arroz,899.86,4116.88
2008,SP,Souza,Feijão,595.68,1175.74
2010,MT,Viana do Amparo,Arroz,684.06,750.82
2007,BA,Correia,Soja,844.27,4039.95
2003,SC,Silva,Trigo,830.48,3256.97
2021,MG,das Neves,Soja,193.19,2202.59
2023,SP,da Conceição,Cana-de-açúcar,938.32,260.02
2019,SC,Melo,Algodão,292.65,1015.47
2014,MT,Silveira de Minas,Soja,212.22,4608.39
2004,MS,da Costa da Prata,Cana-de-açúcar,288.27,766.47
2006,GO,da Luz,Arroz,503.78,2806.3
2007,SP,Almeida do Galho,Trigo,450.04,3483.56
2006,RS,Almeida do Galho,Milho,895.73,1059.97
2007,MS,Cardoso,Arroz,872.33,2437.94
2003,MT,da Paz,Cana-de-açúcar,264.7,2562.81
2000,BA,Aragão das Pedras,Feijão,665.76,1169.28
2021,RS,Aragão das Pedras,Cana-de-açúcar,740.14,1410.87
2004,MG,da Mata do Oeste,Algodão,888.6,4473.95
2010,PA,Gonçalves,Soja,515.04,2005.03
2003,BA,Gomes das Flores,Soja,657.02,719.2
2001,PA,Teixeira,Arroz,511.73,2770.75
2016,BA,da Mata do Oeste,Milho,414.84,3160.46
2011,GO,Silveira de Minas,Feijão,806.65,2232.45
2001,MS,da Mata da Mata,Cana-de-açúcar,819.66,2271.88
2008,MG,da Conceição,Milho,984.97,2447.93
2005,MT,Correia,Algodão,97.52,1243.9
2005,BA,Rocha,Arroz,483.87,4876.21
2017,SP,Cardoso de Minas,Trigo,522.31,624.82
2021,GO,da Mata da Mata,Feijão,631.08,1146.24
2002,MS,Silveira de Minas,Arroz,954.12,2927.51
2014,MG,Vieira,Café,874.42,1079.11
2006,MT,da Rocha,Feijão,281.48,2696.93
2012,BA,Azevedo,Milho,556.66,1317.6
2009,SP,Rocha,Feijão,740.83,41.84
2003,PA,Correia,Milho,331.19,4655.47
2015,SP,Peixoto,Soja,841.99,2989.3
2008,MG,da Mata do Oeste,Algodão,994.64,1512.75
2020,MG,Silva,Arroz,727.46,1984.3
2009,SP,Aragão das Pedras,Milho,433.89,3620.29
2018,PA,Silva,Algodão,662.26,3150.61
2016,BA,da Costa da Prata,Trigo,786.58,926.57
2000,BA,Moreira,Cana-de-açúcar,920.8,148.1
2012,RS,Alves de Ribeiro,Milho,962.79,2349.37
2003,PR,Silveira de Minas,Soja,985.22,2020.37
2014,MS,Correia,Café,759.89,1207.55
2009,SP,das Neves,Milho,852.01,3109.74
2019,SC,Aragão das Flores,Café,27.1,3267.59
2008,MG,Fogaça,Cana-de-açúcar,,3284.96
2007,PA,da Rocha,Feijão,637.61,159.07
2019,MS,Viana do Amparo,Arroz,660.12,1820.48
2005,PR,Cardoso,Algodão,827.08,4198.87
2022,SP,Dias,Soja,955.9,858.58
2009,PA,Teixeira,Algodão,916.17,1755.75
2023,MS,Fernandes,Café,592.95,629.24
2019,GO,da Costa,Soja,849.24,1262.14
2016,GO,Alves de Ribeiro,Algodão,287.01,1930.19
2004,GO,Novaes,Algodão,923.14,2504.64
2013,PA,Peixoto,Milho,154.74,2644.24
2016,RS,Melo,Feijão,513.37,2501.83
2010,GO,Alves de Ribeiro,Milho,76.6,4688.98
2003,BA,Freitas,Cana-de-açúcar,804.93,1182.13
2022,PA,Azevedo do Amparo,Arroz,684.3,2777.8
2022,MT,Fogaça,Arroz,359.98,2180.5
2016,SC,Pires da Mata,Café,228.68,4165.81
2001,GO,Silveira de Minas,Arroz,279.09,321.91
2020,RS,da Luz,Cana-de-açúcar,851.42,1551.13
2021,MG,Cardoso de Minas,Café,143.28,4825.17
2000,GO,Melo de Carvalho,Feijão,347.67,2780.23
2017,RS,Nunes,Soja,384.36,
2006,GO,Correia,Milho,592.37,4029.96
2021,BA,Dias,Algodão,950.87,3474.14
2005,MS,Moraes Verde,Café,282.03,2352.57
2005,PA,da Luz,Algodão,210.84,3765.85
2013,MG,Freitas da Praia,Soja,803.56,1852.65
2022,MS,Araújo de Rezende,Soja,767.94,3899.63
2011,SP,da Rocha,Feijão,786.55,1835.57
2013,SP,Alves de Ribeiro,Cana-de-açúcar,454.62,891.53
2013,SP,Silva,Trigo,42.37,3110.71
2011,MS,Barbosa Grande,Trigo,994.46,3708.77
2008,GO,Pires da Mata,Milho,302.67,4746.35
2008,MG,Nunes,Algodão,371.17,4049.91
2001,PA,Silva,Algodão,772.89,4571.32
2017,MG,Silva,Café,524.64,3913.21
2004,GO,Azevedo,Feijão,833.55,4985.82
2022,PA,Gomes das Flores,Milho,592.49,1713.81
2011,MG,Teixeira,Algodão,417.38,561.94
2013,PA,Barbosa Grande,Soja,602.29,4508.68
2012,GO,da Paz,Cana-de-açúcar,207.96,4425.59
2002,SP,Monteiro dos Dourados,Arroz,420.78,4854.04
2014,MT,Fogaça,Soja,218.78,1778.79
2014,PA,da Costa,Soja,,4828.34
2002,RS,Teixeira,Trigo,339.1,3156.86
2019,MT,Melo,Milho,538.42,3484.89
2018,RS,Oliveira Paulista,Feijão,130.61,588.32
2014,PR,Fogaça,Soja,542.02,1223.02
2018,RS,Souza,Milho,618.41,3754.89
2007,MT,Cardoso de Minas,Feijão,354.95,4631.43
2022,PA,Moreira,Algodão,943.35,2365.78
2012,PR,Dias,Soja,846.81,4123.25
2022,MS,Teixeira,Cana-de-açúcar,635.0,3818.82
2009,MG,Silva,Soja,206.11,3981.14
2001,PR,Vieira,Café,484.25,3235.48
2010,PR,da Mata da Mata,Feijão,977.55,
2021,SP,Freitas,Café,296.34,4045.21
2018,GO,Oliveira Paulista,Cana-de-açúcar,729.79,1800.9
2008,RS,das Neves,Café,238.32,2299.84
2008,BA,Vieira,Café,751.63,3422.41
2005,SC,da Costa da Prata,Arroz,885.99,
2009,PA,da Luz,Feijão,692.77,2130.28
2021,MS,Pires da Mata,Algodão,702.86,3731.95
2023,PA,Pires da Mata,Café,629.2,4793.68
2007,PR,da Mata do Oeste,Feijão,814.63,1430.82
2014,SC,Silveira de Minas,Cana-de-açúcar,910.66,592.81
2005,GO,Azevedo,Soja,887.46,3777.95
2006,MT,da Luz,Café,826.14,1303.27
2019,BA,Freitas,Arroz,545.53,4249.44
2016,MG,Silva,Arroz,992.59,1256.58
2003,GO,Caldeira,Feijão,751.73,636.05
2007,SP,Viana do Amparo,Cana-de-açúcar,655.2,1492.34
2012,MS,Viana do Amparo,Algodão,285.77,4436.7
2023,PR,Almeida,Cana-de-açúcar,340.85,3240.4
2013,PA,Freitas da Praia,Arroz,340.8,1000.44
2017,MT,Fernandes,Café,145.02,4889.15
2022,PR,Souza,Trigo,841.81,4736.46
2016,GO,Nunes,Soja,743.9,3236.18
2017,PA,Caldeira,Cana-de-açúcar,283.01,2832.69
2013,MS,Vieira,Arroz,91.04,4787.66
2023,BA,Freitas,Algodão,420.79,996.62
2010,MG,da Rocha,Soja,843.2,4780.72
2009,MT,Vieira,Feijão,,133.39
2012,SP,Aragão das Flores,Algodão,594.35,2350.43
2019,GO,Teixeira,Milho,728.27,1547.88
2015,BA,Monteiro dos Dourados,Algodão,209.73,
2013,MS,Freitas da Praia,Cana-de-açúcar,919.39,2705.84
2002,PA,Vieira,Trigo,737.23,3979.52
2017,SP,Dias,Algodão,593.54,2277.64
2005,PA,Aragão das Pedras,Feijão,,1351.27
2019,SP,Melo de Carvalho,Feijão,143.68,1788.04
2002,MS,da Mata da Mata,Café,139.81,2473.23
2018,BA,Teixeira,Cana-de-açúcar,779.82,595.75
2002,RS,Aragão das Flores,Milho,255.04,4863.13
2011,SP,Moreira,Soja,798.95,701.51
2007,MG,da Rocha,Arroz,791.6,3255.69
2004,SC,Freitas,Soja,141.02,488.29
2016,MG,da Rocha,Arroz,996.77,1331.02
2009,GO,Almeida,Cana-de-açúcar,902.09,2064.83
2020,RS,Moraes Verde,Soja,,1456.71
2016,MG,Silva,Algodão,162.28,4105.57
2008,PR,Fernandes,Trigo,116.48,259.14
2012,SC,Dias,Cana-de-açúcar,419.88,3687.58
2009,BA,Correia,Café,77.59,728.72
2007,MT,Dias,Milho,690.74,253.62
2006,PA,da Costa da Prata,Café,698.39,2772.45
2001,SC,Melo de Carvalho,Feijão,381.97,2962.62
2001,MG,Alves de Ribeiro,Arroz,304.54,3768.13
2003,PR,Barbosa Grande,Café,946.65,1683.7
2008,RS,Aragão das Pedras,Soja,371.87,3688.96
2013,MT,da Mata do Oeste,Café,758.81,1485.86
2023,GO,Silveira de Minas,Café,816.51,2638.37
2010,RS,Freitas,Feijão,252.89,4612.67
2020,PA,Moraes Verde,Café,288.71,3369.98
2006,MG,Melo,Café,360.36,4262.88
2018,MG,da Conceição,Milho,622.04,279.81
2003,PR,Aragão das Pedras,Arroz,687.71,2053.43
2001,SC,Dias,Algodão,921.05,4549.61
2022,GO,Fernandes,Feijão,709.56,487.31
2021,MG,da Rocha,Trigo,740.4,4137.27
2020,PR,Oliveira Paulista,Cana-de-açúcar,80.01,4409.68
2022,PR,da Paz,Café,339.56,3610.24
2018,RS,Fogaça,Café,139.38,1612.62
2020,SC,Freitas da Praia,Arroz,199.72,513.35
2017,SC,Correia,Trigo,122.01,4508.91
2020,SP,Silva,Café,707.49,994.66
2006,SC,da Conceição,Trigo,769.17,658.65
2010,BA,Dias,Soja,910.86,
2009,MG,Viana do Amparo,Café,365.97,499.41
2010,PR,Souza,Soja,773.97,3478.5
2022,MS,Caldeira,Algodão,903.56,839.7
2008,PA,Peixoto,Cana-de-açúcar,869.83,2231.48
2002,PA,Aragão das Flores,Algodão,271.82,4361.44
2023,PA,Silveira de Minas,Milho,,4702.95
2004,BA,Cardoso de Minas,Arroz,756.6,4374.51
2022,MT,Freitas da Praia,Milho,784.38,4380.79
2000,MT,da Luz,Arroz,420.85,3033.67
2000,BA,da Rocha,Arroz,699.8,2865.68
2019,MT,da Mata da Mata,Café,145.86,705.54
2004,MG,Viana do Amparo,Arroz,969.43,3538.09
2018,RS,Aragão das Flores,Soja,231.11,4513.91
2005,SC,Silva,Arroz,981.3,2619.98
2002,GO,da Costa,Milho,649.86,2114.73
2020,MS,Silva,Trigo,63.85,4367.59
2012,PR,Azevedo do Amparo,Café,213.73,4704.29
2016,MT,Fernandes,Arroz,220.5,1868.77
2002,MG,Rocha,Algodão,52.48,4191.98
2022,PR,Moreira,Café,492.96,
2002,SC,Azevedo do Amparo,Cana-de-açúcar,495.53,2566.43
2020,RS,Correia,Cana-de-açúcar,666.27,3754.59
2022,MG,Monteiro dos Dourados,Café,360.85,1960.15
2012,PA,Freitas da Praia,Cana-de-açúcar,559.11,4566.18
2001,BA,Novaes,Milho,591.24,797.47
2002,BA,Correia,Soja,605.34,4204.76
2019,RS,Fernandes,Arroz,800.34,522.2
2015,BA,Viana do Amparo,Milho,101.86,4512.01
2020,PA,Cardoso,Feijão,15.34,4988.04
2011,PA,Correia,Algodão,754.37,4401.05
2008,MT,Silva,Arroz,793.1,2491.93
2015,MG,Oliveira Paulista,Algodão,950.24,2391.22
2003,SC,das Neves,Algodão,828.29,4921.32
2019,RS,Correia,Soja,521.53,3478.57
2017,GO,da Rocha,Café,,3822.31
2000,MG,das Neves,Arroz,272.12,3353.23
2006,MT,da Rocha,Cana-de-açúcar,156.55,1831.36
2019,BA,Silveira de Minas,Trigo,546.29,3129.16
2011,BA,da Costa,Feijão,227.37,3665.4
2007,MT,da Luz,Cana-de-açúcar,719.57,4920.36
2007,RS,Monteiro dos Dourados,Café,776.99,1956.71
2023,BA,Araújo de Rezende,Trigo,601.4,4465.49
2021,MS,Vieira,Arroz,887.59,4007.27
2008,PA,Rocha,Algodão,519.42,458.71
2013,MG,da Mata do Oeste,Feijão,771.58,3998.83
2019,MT,Oliveira Paulista,Milho,888.76,4695.77
2004,PR,Correia,Feijão,299.16,3379.17
2019,PR,da Mata do Oeste,Milho,867.24,1542.45
2020,MT,Azevedo,Feijão,703.66,529.24
2001,MT,Alves de Ribeiro,Arroz,187.85,2912.23
2020,MS,Pires da Mata,Arroz,375.41,414.12
2009,MT,Correia,Cana-de-açúcar,412.17,3518.42
2023,MG,da Conceição,Arroz,996.16,2496.61
2008,PA,Souza,Café,227.32,4451.82
2006,SP,da Mata da Mata,Trigo,679.98,3787.61
2022,MT,Teixeira,Trigo,382.22,3463.46
2021,SC,Teixeira,Arroz,295.39,1157.98
2017,PR,Araújo de Rezende,Arroz,291.28,2002.16
2011,SP,Almeida,Cana-de-açúcar,507.62,2086.94
2010,SP,Correia,Milho,346.9,3452.89
2009,BA,da Costa da Prata,Cana-de-açúcar,421.4,
2012,SP,Oliveira Paulista,Arroz,,4884.35
2008,SC,Oliveira Paulista,Feijão,510.37,363.67
2015,MS,Moreira,Trigo,621.3,3837.47
2020,PR,Correia,Feijão,860.74,3534.12
2021,BA,Moreira,Cana-de-açúcar,179.24,4545.59
2016,PR,Almeida,Trigo,718.27,4198.19
2004,MT,das Neves,Café,176.39,3397.61
2005,GO,Monteiro dos Dourados,Arroz,569.51,
2009,MG,Nunes,Feijão,352.25,
2010,PA,Caldeira,Café,677.02,759.37
2001,PA,Silveira de Minas,Arroz,263.87,1142.73
2006,SP,da Costa da Prata,Arroz,603.89,1503.23
2013,PA,Aragão das Flores,Milho,502.15,2999.34
2003,GO,Aragão das Pedras,Arroz,459.31,4057.21
2004,MS,Correia,Algodão,210.93,2262.95
2018,PA,Nunes,Soja,,4428.39
2020,PA,Silveira de Minas,Arroz,415.05,2272.95
2019,MG,Rocha,Algodão,386.38,3489.82
2009,BA,Azevedo do Amparo,Trigo,436.29,1688.14
2005,PA,Almeida,Algodão,312.71,2953.37
2001,RS,Rocha,Algodão,100.43,
2002,SC,Souza,Soja,,4412.34
2014,GO,Monteiro dos Dourados,Milho,656.39,2440.62
2009,SP,Aragão das Pedras,Arroz,479.38,3940.75
2016,PR,Cardoso,Milho,278.72,442.69
2006,PA,Oliveira Paulista,Café,79.31,
2001,MG,Almeida,Soja,297.69,4689.27
2006,PR,da Costa da Prata,Cana-de-açúcar,499.9,1980.67
2014,RS,Silva,Trigo,230.64,1831.07
2002,RS,da Mata do Oeste,Arroz,205.52,325.0
2004,MG,Oliveira Paulista,Cana-de-açúcar,444.4,3094.45
2021,PR,Melo,Milho,415.98,4787.79
2007,PR,da Paz,Arroz,587.76,3320.49
2003,MT,da Mata da Mata,Arroz,75.28,4185.75
2017,GO,Barbosa Grande,Feijão,794.65,2568.67
2018,PR,Monteiro dos Dourados,Cana-de-açúcar,444.45,1323.11
2007,MG,Oliveira Paulista,Café,100.62,3210.08
2022,MT,Vieira,Milho,371.84,3007.66
2005,PA,Oliveira Paulista,Milho,842.91,1266.12
2004,MG,Caldeira,Cana-de-açúcar,628.88,2554.51
2004,BA,Nunes,Trigo,263.59,3512.33
2016,PA,Almeida do Galho,Soja,592.29,1693.79
2005,RS,da Paz,Trigo,950.73,1596.7
2012,BA,Moraes Verde,Soja,401.29,
2008,GO,da Mata da Mata,Cana-de-açúcar,32.88,1698.14
2023,SP,Cardoso,Soja,968.32,3876.42
2011,RS,Melo de Carvalho,Arroz,339.56,3583.49
2009,SC,Silveira de Minas,Café,784.54,892.88
2000,MG,Azevedo do Amparo,Arroz,813.06,3976.67
2010,PA,Teixeira,Milho,370.3,617.99
2005,RS,Silveira de Minas,Arroz,27.88,2873.14
2002,SC,Aragão das Pedras,Cana-de-açúcar,815.62,382.3
2005,SC,das Neves,Algodão,952.72,
2008,MG,Correia,Milho,711.52,4982.8
2021,MS,da Mata da Mata,Cana-de-açúcar,811.15,3537.84
2007,MG,Souza,Milho,216.5,4083.63
2014,MG,Melo de Carvalho,Algodão,272.46,1631.87
2021,PR,Moreira,Arroz,998.44,4682.76
2005,SC,Almeida,Arroz,500.9,721.4
2022,PR,Souza,Arroz,,3031.82
2010,MS,Freitas da Praia,Soja,106.52,3753.45
2009,SP,Moreira,Arroz,751.11,4413.82
2010,GO,Silva,Algodão,434.79,2176.35
2003,SP,Melo de Carvalho,Milho,113.2,3882.62
2012,SC,Souza,Arroz,905.71,
2007,PR,Rocha,Café,810.09,4915.8
2019,RS,Barbosa Grande,Café,867.64,2477.49
2014,MS,Melo,Trigo,21.75,1264.73
2006,MG,Nunes,Trigo,293.64,299.23
2000,PA,da Luz,Café,689.54,4148.24
2008,MT,Freitas,Arroz,974.56,4682.37
2022,MT,Aragão das Pedras,Algodão,637.42,2792.05
2007,MG,da Mata da Mata,Café,22.11,
2001,MS,Correia,Algodão,719.39,845.16
2013,RS,Fernandes,Trigo,177.51,2508.82
2011,BA,da Conceição,Cana-de-açúcar,650.37,4880.67
2022,MT,Azevedo do Amparo,Cana-de-açúcar,,2093.13
2016,PR,Rocha,Soja,573.82,1578.86
2018,MS,Alves de Ribeiro,Feijão,441.27,
2005,SC,Fogaça,Café,38.75,619.67
2020,PR,da Costa da Prata,Algodão,859.53,2565.04
2004,SC,Teixeira,Arroz,208.88,813.49
2005,MS,Aragão das Flores,Soja,228.35,1716.5
2002,GO,Aragão das Flores,Cana-de-açúcar,142.78,517.27
2015,PA,Moraes Verde,Milho,404.48,253.11
2017,SC,Fernandes,Algodão,227.5,3588.52
2013,MG,da Rocha,Arroz,419.15,1337.35
2014,MT,Melo,Milho,867.69,3267.75
2003,BA,Fernandes,Cana-de-açúcar,972.08,4562.78
2010,PA,Freitas da Praia,Café,698.18,4135.26
2004,MS,da Costa,Soja,373.69,3739.56
2008,MS,Azevedo do Amparo,Trigo,409.7,2335.61
2004,GO,Almeida,Soja,248.13,910.89
2006,SP,Melo,Cana-de-açúcar,601.1,4268.25
2017,PR,da Costa,Milho,700.53,1720.18
2017,MS,Vieira,Cana-de-açúcar,899.78,4796.6
2019,RS,Araújo de Rezende,Arroz,867.86,1948.49
2023,MT,Peixoto,Arroz,454.32,
2001,MG,Viana do Amparo,Trigo,692.91,1753.18
2022,MT,Moraes Verde,Feijão,386.58,2382.98
2012,GO,Vieira,Café,813.34,3465.49
2012,PA,Melo,Soja,945.74,3796.0
2016,RS,Nunes,Algodão,823.68,3291.64
2021,SP,Cardoso,Feijão,,2864.91
2016,PR,Peixoto,Feijão,,3017.71
2005,MG,Gomes das Flores,Cana-de-açúcar,53.25,2974.68
2013,MS,da Conceição,Soja,423.19,393.86
2020,MT,Freitas da Praia,Algodão,,2991.29
2013,MT,Gonçalves,Milho,547.54,1246.59
2011,MT,Azevedo,Soja,167.1,2836.06
2004,MS,Gonçalves,Soja,902.67,2648.2
2004,RS,Souza,Trigo,874.84,3787.76
2003,GO,Freitas,Soja,447.56,3093.17
2022,MG,da Conceição,Milho,,3311.13
2012,MG,Almeida do Galho,Milho,510.97,2456.63
2003,MT,Silva,Arroz,471.67,1229.5
2017,GO,Freitas da Praia,Milho,255.81,1323.02
2015,MS,Gomes das Flores,Milho,236.51,1386.71
2017,BA,Teixeira,Café,408.31,740.02
2001,MS,Gonçalves,Café,97.73,1085.21
2022,MT,Silva,Arroz,919.2,979.62
2003,MG,Azevedo do Amparo,Feijão,606.01,1088.69
2019,MT,Novaes,Arroz,,2683.76
2016,PA,Gomes das Flores,Feijão,968.27,4830.25
2019,SC,Aragão das Flores,Milho,955.04,2452.91
2005,MS,Viana do Amparo,Café,96.39,3361.54
2017,MS,da Costa,Arroz,192.92,3989.13
2019,MG,Souza,Algodão,605.1,189.11
2006,RS,Almeida,Algodão,705.28,4161.53
2012,RS,Fogaça,Milho,446.79,
2008,RS,Peixoto,Trigo,932.27,2837.85
2001,PA,da Rocha,Café,216.76,2673.39
2007,BA,Melo de Carvalho,Algodão,966.31,1276.03
2013,MT,Araújo de Rezende,Café,855.58,1129.44
2021,RS,Cardoso de Minas,Soja,30.44,1522.62
2023,RS,Alves de Ribeiro,Arroz,165.56,524.68
2017,BA,Silva,Milho,997.83,673.45
2000,GO,Freitas da Praia,Café,834.5,4522.86
2022,GO,Moraes Verde,Trigo,781.27,4031.64
2008,MT,Cardoso de Minas,Milho,669.51,2561.95
2008,SC,Almeida do Galho,Algodão,331.17,2445.52
2001,BA,Melo,Algodão,68.37,4144.78
2015,BA,Nunes,Cana-de-açúcar,198.37,1627.92
2003,MS,da Costa da Prata,Milho,585.09,1136.07
2012,MS,Pires da Mata,Feijão,332.75,382.82
2016,RS,Freitas da Praia,Arroz,195.56,
2010,SC,Caldeira,Trigo,25.63,2925.95
2022,GO,Vieira,Cana-de-açúcar,400.19,2831.79
2001,MG,Barbosa Grande,Algodão,648.52,
2003,RS,Pires da Mata,Milho,872.14,1588.17
2011,GO,Azevedo,Trigo,608.39,3719.31
2001,RS,Correia,Arroz,30.57,4334.03
2000,BA,Oliveira Paulista,Arroz,,2933.94
2022,MT,Correia,Soja,64.03,
2005,MT,Nunes,Soja,424.79,1970.78
2015,MT,Dias,Cana-de-açúcar,59.65,
2001,MG,Monteiro dos Dourados,Soja,637.8,3918.91
2013,RS,Melo de Carvalho,Soja,79.07,4245.98
2019,SC,Viana do Amparo,Cana-de-açúcar,421.3,1646.59
2011,BA,Gonçalves,Trigo,,4826.8
2018,RS,Silveira de Minas,Café,616.49,3323.36
2002,GO,Rocha,Soja,148.9,4904.1
2018,BA,Correia,Arroz,341.41,4347.21
2010,BA,Moraes Verde,Algodão,908.57,3413.25
2003,SP,das Neves,Milho,738.96,3020.18
2016,PA,Correia,Feijão,797.6,1084.62
2016,BA,Oliveira Paulista,Arroz,240.21,2009.83
2006,PA,das Neves,Trigo,485.17,944.62
2004,SC,da Luz,Milho,494.34,3558.96
2018,RS,Araújo de Rezende,Algodão,922.69,
2020,MG,Oliveira Paulista,Café,779.67,4821.99
2018,MS,Teixeira,Feijão,543.94,2815.82
2008,MT,Correia,Trigo,848.15,1264.51
2016,BA,Teixeira,Algodão,775.65,2082.07
2008,GO,Alves de Ribeiro,Arroz,542.79,780.46
2013,SP,Teixeira,Cana-de-açúcar,269.68,652.51
2004,BA,Freitas,Algodão,,
2021,SC,Correia,Arroz,734.94,1555.57
2001,PA,Cardoso,Cana-de-açúcar,774.58,687.04
2023,MG,Melo de Carvalho,Café,334.96,4889.55
2014,SP,Fernandes,Milho,93.45,748.07
2015,MS,Melo,Café,48.11,630.21
2018,GO,Silva,Soja,635.66,2147.49
2000,SC,da Costa da Prata,Café,339.98,1113.28
2022,MS,Aragão das Flores,Trigo,349.79,1209.04
2011,GO,Araújo de Rezende,Arroz,877.02,3996.16
2018,GO,Silva,Soja,596.63,638.93
2019,SC,Gonçalves,Algodão,952.92,630.2
2014,SC,Aragão das Flores,Soja,466.3,1517.95
2004,RS,Vieira,Algodão,924.33,3741.0
2000,PR,Caldeira,Café,751.13,3817.44
2010,BA,da Rocha,Milho,754.24,1073.56
2008,BA,Vieira,Feijão,759.77,
2006,GO,Correia,Soja,604.79,3967.38
2001,BA,Fernandes,Milho,955.24,3223.13
2016,BA,Moreira,Soja,854.1,1046.94
2015,SC,da Costa,Algodão,66.7,942.67
2015,BA,Freitas da Praia,Arroz,385.78,
2013,RS,Correia,Café,313.44,4669.27
2001,MT,Almeida do Galho,Algodão,583.47,3463.78
2018,BA,Cardoso de Minas,Trigo,422.11,1539.63
2002,RS,Cardoso de Minas,Algodão,155.71,2894.69
2007,MT,da Mata do Oeste,Trigo,702.38,964.61
2020,MG,Freitas,Trigo,750.16,621.39
2018,MG,Moraes Verde,Feijão,689.43,4516.58
